,X2,X3,X4,X5_Age_Bins,X6_Payment_Bins,X7_Payment_Bins,X8_Payment_Bins,X9_Payment_Bins,X10_Payment_Bins,X11_Payment_Bins,X12_sign,X12_monthlydif,X13_sign,X13_monthlydif,X14_sign,X14_monthlydif,X15_sign,X15_monthlydif,X16_sign,X16_monthlydif,X17_sign,X17_monthlydif,X18_binary,X19_binary,X20_binary,X21_binary,X22_binary,X23_binary
15449,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15450,1,2,1,1,2,2,2,1,1,1,0,6,0,5,0,4,1,3,1,2,1,1,0,0,1,1,1,1
15451,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15452,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15453,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15454,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,0,2,0,1,1,0,1,0,0,0
15455,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,0,1,1,1,0,0
15456,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15457,1,3,1,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15458,1,2,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15459,1,1,2,1,1,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,0,1,1,0,0,0
15460,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15461,1,3,2,2,2,2,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
15462,1,2,2,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15463,1,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15464,1,2,1,2,1,1,1,1,1,2,1,6,1,5,1,4,0,3,1,2,1,1,1,1,1,1,1,1
15465,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
15466,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15467,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15468,1,1,1,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15469,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,0,1
15470,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15471,1,3,1,1,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15472,1,2,1,2,1,1,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15473,1,1,1,2,2,2,2,2,2,2,1,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15474,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15475,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,0,3,0,2,0,1,1,0,0,0,0,0
15476,1,2,1,3,2,2,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15477,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15478,1,2,1,1,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15479,1,3,1,1,2,2,2,2,2,2,1,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15480,1,1,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,0
15481,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15482,1,3,1,2,2,2,1,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
15483,1,1,1,3,1,1,2,2,2,2,1,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15484,1,1,1,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15485,1,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15486,1,2,2,2,1,1,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15487,1,2,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,1
15488,1,1,1,2,2,1,1,1,1,1,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15489,1,3,1,1,1,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
15490,1,1,1,1,2,2,2,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,0
15491,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15492,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15493,1,2,1,2,2,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
15494,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15495,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
15496,1,2,1,3,2,2,2,1,1,1,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,0
15497,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
15498,1,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15499,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
15500,1,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
15501,1,1,1,2,2,1,1,2,1,1,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15502,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
15503,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15504,1,3,1,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15505,1,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,0,1,1,0
15506,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
15507,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15508,1,3,1,2,1,1,1,1,1,1,1,6,1,5,0,4,1,3,1,2,1,1,1,0,1,1,1,1
15509,1,2,2,2,2,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,1
15510,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,0
15511,1,2,1,2,1,1,1,1,1,1,1,6,1,5,1,4,0,3,1,2,1,1,1,1,0,1,1,1
15512,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
15513,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15514,1,2,1,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15515,1,3,1,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15516,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15517,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
15518,1,2,2,1,2,2,2,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
15519,1,3,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15520,1,2,2,1,2,2,2,2,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15521,1,2,1,2,2,2,1,2,2,2,0,6,0,5,1,4,1,3,0,2,1,1,0,1,0,0,1,1
15522,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
15523,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15524,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15525,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15526,1,3,1,3,1,1,1,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,0
15527,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15528,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15529,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15530,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15531,1,2,1,2,2,2,1,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,0,1
15532,1,1,1,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15533,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15534,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15535,1,1,2,2,1,1,2,2,2,2,1,6,0,5,0,4,0,3,0,2,1,1,0,0,0,0,1,0
15536,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,0,1,1,1
15537,1,2,2,2,2,2,2,2,1,1,0,6,0,5,0,4,0,3,1,2,0,1,0,0,0,1,0,0
15538,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15539,1,1,2,2,2,2,1,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15540,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15541,1,2,2,1,2,2,2,2,2,2,1,6,1,5,0,4,1,3,0,2,1,1,1,0,1,0,1,0
15542,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
15543,1,1,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15544,1,1,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
15545,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15546,1,1,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15547,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15548,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15549,1,1,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15550,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
15551,1,3,2,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15552,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15553,1,1,1,2,2,2,2,2,2,2,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15554,1,3,1,2,2,2,2,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15555,1,2,2,2,2,2,2,1,2,1,1,6,1,5,0,4,1,3,1,2,1,1,1,0,1,0,1,1
15556,1,1,1,2,2,1,1,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,0,1
15557,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15558,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,0,1
15559,1,2,1,2,2,2,2,1,1,1,1,6,1,5,0,4,1,3,1,2,1,1,1,0,1,1,1,1
15560,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15561,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15562,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15563,1,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15564,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
15565,1,2,1,2,1,1,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,0
15566,1,3,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15567,1,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15568,1,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15569,1,1,1,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15570,1,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,0,1,1
15571,1,1,1,3,1,1,1,1,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,1
15572,1,2,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15573,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15574,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15575,1,2,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
15576,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15577,1,2,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15578,1,3,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15579,1,2,1,3,1,1,1,1,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15580,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,0,1,1,1
15581,1,2,1,3,1,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15582,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15583,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,0,1,1,1
15584,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15585,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15586,1,1,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15587,1,2,2,3,2,2,2,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15588,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15589,1,3,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15590,1,2,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15591,1,2,1,3,2,2,2,1,1,2,0,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15592,1,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15593,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
15594,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,0,2,0,1,1,1,1,0,0,0
15595,1,1,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15596,1,3,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15597,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,0,1,0
15598,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15599,1,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
15600,1,2,1,3,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15601,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15602,2,2,2,1,2,1,2,2,2,1,0,6,1,5,1,4,1,3,1,2,1,1,1,0,0,0,1,1
15603,2,3,2,1,1,1,2,2,1,2,1,6,0,5,0,4,0,3,1,2,1,1,0,0,0,1,0,0
15604,2,2,2,1,1,1,1,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,0
15605,2,2,1,1,2,2,2,2,1,2,1,6,1,5,1,4,1,3,1,2,1,1,0,0,1,1,1,1
15606,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15607,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
15608,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15609,2,1,2,1,2,2,2,2,2,2,0,6,0,5,1,4,1,3,0,2,0,1,0,1,1,0,0,0
15610,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,0,2,0,1,1,1,1,0,0,0
15611,2,2,2,1,1,1,2,2,1,1,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,0,1
15612,2,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15613,2,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15614,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15615,2,2,2,1,2,2,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
15616,2,1,2,1,2,2,2,1,1,1,0,6,0,5,0,4,1,3,1,2,1,1,0,0,1,1,1,0
15617,2,2,2,1,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,0
15618,2,3,2,1,2,1,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
15619,2,1,2,1,2,2,1,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,0,1
15620,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
15621,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15622,2,2,2,1,1,1,1,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15623,2,2,2,1,1,1,2,1,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,0,1,1
15624,2,1,2,1,2,1,1,1,2,2,0,6,1,5,0,4,1,3,1,2,1,1,1,0,1,0,0,0
15625,2,2,1,1,2,2,2,2,1,1,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,1,1
15626,2,2,2,1,1,2,2,2,2,1,1,6,1,5,0,4,0,3,0,2,1,1,0,0,0,0,1,0
15627,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,0,3,1,2,1,1,1,1,0,1,1,0
15628,2,2,1,2,1,2,1,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,0,1,0,1,1,1
15629,2,2,1,2,2,1,1,2,2,1,1,6,1,5,0,4,0,3,0,2,1,1,1,0,0,0,1,0
15630,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,0
15631,2,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15632,2,2,2,1,2,1,1,1,1,2,0,6,1,5,1,4,0,3,1,2,1,1,1,1,0,1,0,1
15633,2,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15634,2,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15635,2,2,1,2,1,2,2,2,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15636,2,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15637,2,2,2,1,2,2,1,1,2,2,1,6,1,5,1,4,0,3,0,2,0,1,1,1,0,0,0,0
15638,2,1,2,1,2,1,1,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15639,2,2,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15640,2,1,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15641,2,2,1,2,2,2,2,2,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15642,2,2,1,2,1,1,1,2,1,2,1,6,0,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
15643,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15644,2,2,1,2,2,1,2,2,1,1,0,6,1,5,1,4,0,3,1,2,1,1,1,1,0,1,1,0
15645,2,3,1,2,2,2,2,2,2,2,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0,0,0,1
15646,2,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,1,1,1,1
15647,2,2,2,2,2,2,2,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
15648,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15649,2,2,1,2,1,1,1,2,2,2,1,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,0
15650,2,2,1,2,1,2,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15651,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,0
15652,2,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15653,2,2,1,2,1,1,1,1,2,2,1,6,0,5,1,4,0,3,0,2,0,1,0,1,0,0,0,0
15654,2,1,2,2,1,1,1,1,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15655,2,2,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,0,1,1,1,0,1,0,0
15656,2,3,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15657,2,1,1,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15658,2,2,1,2,2,2,2,1,1,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15659,2,3,1,2,2,2,2,2,2,1,1,6,1,5,0,4,0,3,0,2,1,1,1,0,0,0,1,0
15660,2,2,2,2,2,1,1,2,2,2,0,6,1,5,0,4,0,3,0,2,0,1,1,0,0,0,0,1
15661,2,2,1,2,1,1,1,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15662,2,2,2,2,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15663,2,2,2,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
15664,2,2,1,3,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15665,2,3,1,2,2,2,2,2,2,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15666,1,3,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15667,1,1,2,1,2,2,1,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15668,1,1,2,1,2,1,1,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15669,1,1,2,1,2,2,2,2,2,2,0,6,0,5,1,4,0,3,0,2,1,1,0,1,0,0,1,0
15670,1,2,2,1,1,1,1,2,2,2,1,6,0,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
15671,1,3,1,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,0,1,1,1
15672,1,2,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,0,1,1
15673,1,1,1,1,1,2,1,2,1,1,1,6,1,5,1,4,1,3,1,2,0,1,0,1,0,1,0,1
15674,1,1,2,1,2,2,2,2,1,1,1,6,1,5,1,4,1,3,1,2,1,1,0,1,1,1,1,1
15675,1,2,2,1,2,2,2,1,2,2,0,6,0,5,0,4,1,3,1,2,1,1,0,1,1,0,1,0
15676,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15677,1,1,2,1,2,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,0,1,1,1,1
15678,1,1,2,1,1,2,2,2,2,2,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,0,1,1
15679,1,1,2,1,2,2,2,2,2,1,1,6,0,5,0,4,0,3,0,2,1,1,0,0,0,0,1,0
15680,1,1,2,1,1,1,2,1,1,1,1,6,1,5,1,4,1,3,1,2,1,1,1,1,1,1,1,1
15681,1,2,2,1,2,1,2,2,1,2,0,6,1,5,1,4,0,3,1,2,1,1,1,0,0,1,1,1
